Address,Municipality,classdesc,usedesc,saledate,saleprice
469 PARKVIEW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/29/1969, $-   
475 PARKVIEW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/16/1985," $67,000.00 "
501 PARKVIEW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/15/1974," $29,000.00 "
510 PARKVIEW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/12/1965, $-   
917 SUMMER PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/7/1983," $75,000.00 "
450 PARKVIEW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/4/1974," $13,600.00 "
515 WILLOW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/18/1977," $52,500.00 "
517 WILLOW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/24/1978," $62,000.00 "
480 SAGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/21/1977," $48,000.00 "
474 SAGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/28/1975," $34,500.00 "
483 SAGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/11/1969, $-   
509 SAGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/31/1985," $75,750.00 "
498 SALEM DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/10/1985," $107,000.00 "
472 SALEM DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/25/1969, $-   
483 SALEM DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/21/1979," $85,000.00 "
515 SALEM DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/9/1982," $77,000.00 "
0 LONGRIDGE DR PITTSBURGH PA 15243,Mt.Lebanon  ,GOVERNMENT,TOWNSHIP GOVERNMENT,5/5/1950, $-   
345 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/7/1980," $64,900.00 "
367 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,"CHURCHES, PUBLIC WORSHIP",1/9/1951, $-   
801 ACADEMY PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/14/1977," $60,000.00 "
335 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/6/1971, $-   
265 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/18/1978," $56,000.00 "
845 TOWERCREST DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/23/1983, $-   
235 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/20/1971, $-   
217 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/23/1965, $-   
296 LEBANON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/12/1985, $1.00 
198 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/7/1984," $45,100.00 "
291 MAGNOLIA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/28/1973," $22,000.00 "
264 MAGNOLIA PL PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/22/1984," $46,000.00 "
263 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/16/1948, $-   
245 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/30/1985," $55,000.00 "
256 BAYWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/11/1977," $45,000.00 "
265 ATLANTA DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/16/1985, $1.00 
1010 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/25/1965, $-   
1030 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/21/1969, $-   
1045 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/2/1979," $140,000.00 "
993 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/7/1980, $1.00 
979 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/10/1970," $50,000.00 "
0 ROSE LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,11/4/1953, $-   
0 ROSE LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,8/31/1973, $-   
971 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/31/1973, $-   
450 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/21/1979," $77,700.00 "
954 LINDENDALE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/30/1973, $-   
1 ORCHID LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/4/1976," $100,000.00 "
996 LINDENDALE DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/19/1972, $-   
468 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/22/1970, $-   
441 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/22/1966, $-   
469 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/6/1976," $62,000.00 "
958 SUMMER PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/19/1970, $-   
962 SUMMER PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/9/1985," $116,188.00 "
972 SUMMER PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/25/1972, $-   
995 SUMMER PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/24/1977," $79,000.00 "
520 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/15/1973, $-   
524 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/28/1985," $90,000.00 "
548 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/6/1979," $73,000.00 "
562 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/18/1972, $-   
561 GREENHURST DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/6/1967, $-   
510 AUSTIN AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/30/1984," $65,000.00 "
522 AUSTIN AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/5/1978," $45,500.00 "
570 AUSTIN AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/8/1967, $-   
857 ROSBURY PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/30/1979," $73,000.00 "
840 ROSBURY PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/1/1972, $-   
850 ROSBURY PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/21/1978," $60,000.00 "
759 LEBANON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/2/1984," $76,900.00 "
527 AUSTIN AVE PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/3/1976," $38,000.00 "
630 WILLOW DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/18/1983," $77,000.00 "
856 ACADEMY PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/13/1967, $-   
857 ACADEMY PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/15/1965, $-   
829 ACADEMY PL PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/3/1984," $83,900.00 "
0 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,8/21/1929, $-   
0 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,TOWNSHIP GOVERNMENT,1/29/1947, $-   
900 CEDAR BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,TOWNSHIP GOVERNMENT,11/30/1925, $-   
779 LEBANON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/27/1975," $39,250.00 "
851 TOWERCREST DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/10/1974," $31,500.00 "
283 LEBANON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/7/1984," $62,500.00 "
291 LEBANON AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/15/1980," $54,000.00 "
0 CLARAVISTA RD PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,OWNED BY BOARD OF EDUCATION,9/30/1981, $-   
1 COCHRAN RD PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,OWNED BY BOARD OF EDUCATION,1/20/1984, $1.00 
0 HILL ST CARNEGIE PA 15106,Scott  ,RESIDENTIAL,VACANT LAND,3/4/1971, $-   
0 SWALLOW HILL RD PITTSBURGH PA 15220,Scott  ,RESIDENTIAL,VACANT LAND,11/28/1966, $-   
0 SWALLOW HILL RD PITTSBURGH PA 15216,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,4/30/1970, $-   
58 GLEN RIDGE LN PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/19/1981," $140,500.00 "
0 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,10/23/1980," $1,400.00 "
795 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/27/1979," $122,000.00 "
791 SCRUBGRASS RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/5/1980," $125,000.00 "
945 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/17/1979," $111,000.00 "
949 OLD HICKORY RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/7/1985," $150,000.00 "
766 PINOAK RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/20/1977," $27,600.00 "
779 FLINT RIDGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/7/1984," $175,000.00 "
0 SEGAR RD PITTSBURGH PA 15243,Mt.Lebanon  ,UTILITIES,COMMERCIAL/UTILITY,2/13/1974, $-   
0 SEGAR RD PITTSBURGH PA 15243,Mt.Lebanon  ,OTHER,CHARITABLE EXEMPTION/HOS/HOMES,4/9/1984," $12,000.00 "
0 SEGAR RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,6/5/1979," $3,000.00 "
796 FLINT RIDGE RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/20/1979," $120,000.00 "
1026 FIRWOOD DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/27/1984," $80,000.00 "
0 MEADOWLARK DR PITTSBURGH PA 15243,Scott  ,GOVERNMENT,TOWNSHIP GOVERNMENT,9/7/1977, $-   
1241 MEADOWLARK DR PITTSBURGH PA 15243,Scott  ,RESIDENTIAL,SINGLE FAMILY,3/5/1959, $-   
1201 MEADOWLARK DR PITTSBURGH PA 15243,Scott  ,RESIDENTIAL,SINGLE FAMILY,12/14/1976, $-   
1143 MEADOWLARK DR PITTSBURGH PA 15243,Scott  ,RESIDENTIAL,SINGLE FAMILY,12/7/1982," $65,000.00 "
1111 MEADOWLARK DR PITTSBURGH PA 15243,Scott  ,RESIDENTIAL,SINGLE FAMILY,1/16/1968, $-   
0 BOWER HILL RD PITTSBURGH PA 15243,Scott  ,OTHER,CHARITABLE EXEMPTION/HOS/HOMES,12/13/1951, $-   
1000 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,OTHER,CHARITABLE EXEMPTION/HOS/HOMES,11/17/1955, $-   
201 SEGAR RD PITTSBURGH PA 15243,Mt.Lebanon  ,UTILITIES,COMMERCIAL/UTILITY,2/26/1959, $-   
0 SEGAR RD PITTSBURGH PA 15243,Mt.Lebanon  ,OTHER,CHARITABLE EXEMPTION/HOS/HOMES,7/30/1963, $-   
0 SEGAR RD PITTSBURGH PA 15243,Mt.Lebanon  ,UTILITIES,COMMERCIAL/UTILITY,12/31/1961, $-   
164 ELATAN DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/11/1980," $77,770.00 "
169 ELATAN DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/15/1976," $47,000.00 "
165 ELATAN DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/3/1974," $34,000.00 "
0 ELATAN DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,3/19/1959, $-   
104 VANDERBILT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/2/1981," $89,000.00 "
136 VANDERBILT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/13/1978," $96,750.00 "
111 VANDERBILT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/23/1985," $114,250.00 "
1250 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,COMMERCIAL,"CHURCHES, PUBLIC WORSHIP",5/5/1950, $-   
1208 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/20/1984," $60,000.00 "
0 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,COMMERCIAL,COMM AUX BUILDING,10/10/1974," $75,000.00 "
1150 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,COMMERCIAL,APART:40+ UNITS,4/15/1966, $-   
37 ROBB HOLLOW RD PITTSBURGH PA 15243,Mt.Lebanon  ,GOVERNMENT,MUNICIPAL GOVERNMENT,3/20/1962, $1.00 
1099 BOWER HILL RD PITTSBURGH PA 15243,Mt.Lebanon  ,GOVERNMENT,FEDERAL GOVERNMENT,2/15/1966, $-   
1025 FIRWOOD DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,3/23/1977," $59,900.00 "
0 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,10/22/1915, $-   
0 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,2/9/1959, $-   
0 LAKEMONT DR PITTSBURGH PA 15243,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,7/23/1974, $-   
0 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,4/8/1916, $-   
0 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,10/14/1908, $-   
0 PENNSYLVANIA BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,2/9/1959, $-   
721 SHADY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/14/1971, $-   
738 SHADY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/16/1979," $57,500.00 "
734 SHADY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/17/1985, $-   
714 SHADY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/28/1977," $42,500.00 "
464 THORNYCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/7/1976," $50,000.00 "
456 THORNYCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/15/1978," $60,000.00 "
0 GYPSY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,8/11/1964, $-   
734 GYPSY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/23/1968, $-   
726 GYPSY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/6/1975," $52,000.00 "
720 GYPSY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/8/1980," $68,000.00 "
689 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/15/1980," $57,500.00 "
695 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/3/1971," $23,500.00 "
699 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/8/1982," $62,000.00 "
717 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/11/1967, $-   
725 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/1/1967, $-   
735 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/3/1979," $57,000.00 "
738 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/3/1984," $73,000.00 "
700 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/13/1969, $-   
690 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,11/29/1967, $-   
660 CRYSTAL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,TWO FAMILY,5/17/1978," $65,900.00 "
0 CASTLE SHANNON BLVD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,NURSING HOME/PRIVATE HOS,9/30/1980, $-   
493 CASTLE SHANNON BLVD PITTSBURGH PA 15234,Mt.Lebanon  ,COMMERCIAL,NURSING HOME/PRIVATE HOS,12/7/1983, $-   
635 KENILWORTH DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/30/1979," $62,000.00 "
638 BRIARWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/15/1964, $-   
637 BRIARWOOD AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/24/1968, $-   
931 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/23/1973, $-   
936 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/9/1972, $-   
928 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,9/5/1980," $65,400.00 "
519 WESTOVER RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/31/1974," $34,500.00 "
525 WESTOVER RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/31/1974," $40,000.00 "
550 WESTOVER RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/11/1976," $43,500.00 "
639 ROCK SPRINGS RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/4/1983," $78,000.00 "
486 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,1/20/1966, $-   
480 BROADMOOR AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/9/1971, $-   
485 THORNYCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/30/1971, $-   
493 THORNYCROFT AVE PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,5/31/1977," $68,000.00 "
15 THORNWOOD DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/18/1971, $-   
809 SLEEPY HOLLOW RD PITTSBURGH PA 15234,Castle Shannon  ,RESIDENTIAL,SINGLE FAMILY,7/31/1957, $-   
560 WESTOVER RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,4/20/1968, $-   
556 WESTOVER RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/5/1971, $-   
956 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/7/1964, $-   
948 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/2/1977," $38,000.00 "
947 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/18/1966, $-   
951 COUNTRY CLUB DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/2/1984," $80,000.00 "
773 GYPSY LN PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/14/1973, $-   
0 CASTLE SHANNON BLVD PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,3/1/1970, $-   
47 ARLINGTON PARK PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,6/15/1978," $14,000.00 "
0 ARLINGTON PARK PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,5/5/1950, $-   
0 ARLINGTON PARK PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,5/5/1950, $-   
30 ARLINGTON PARK PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,6/4/1948, $-   
0 CASTLE SHANNON BLVD PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,7/24/1971, $-   
0 ARLINGTON PARK PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,5/5/1950, $-   
0 CASTLE SHANNON BLVD PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,11/21/1967, $-   
0 THORNWOOD DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,12/15/1964, $-   
0 PINE AVE PITTSBURGH PA 15234,Mt.Lebanon  ,GOVERNMENT,TOWNSHIP GOVERNMENT,7/8/1947, $-   
875 SLEEPY HOLLOW RD PITTSBURGH PA 15234,Castle Shannon  ,COMMERCIAL,OFFICE/WAREHOUSE,5/20/1977," $27,500.00 "
0 CASTLE SHANNON BLVD PITTSBURGH PA 15234,Mt.Lebanon  ,RESIDENTIAL,VACANT LAND,12/28/1966, $-   
980 LAUREL AVE PITTSBURGH PA 15234,Castle Shannon  ,RESIDENTIAL,SINGLE FAMILY,10/7/1985," $63,900.00 "
900 SPRUCE ST PITTSBURGH PA 15234,Castle Shannon  ,RESIDENTIAL,SINGLE FAMILY,3/6/1978," $45,000.00 "
0 MAIN ENTRANCE DR PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,TOWNSHIP GOVERNMENT,5/5/1950, $-   
1009 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,7/31/1984," $155,000.00 "
958 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/2/1964, $-   
975 WASHINGTON RD PITTSBURGH PA 15228,Mt.Lebanon  ,COMMERCIAL,"CHURCHES, PUBLIC WORSHIP",2/8/1960, $-   
145 MAIN ENTRANCE DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,10/25/1979," $80,000.00 "
153 MAIN ENTRANCE DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/8/1985," $85,000.00 "
0 MISSION DR PITTSBURGH PA 15228,Mt.Lebanon  ,AGRICULTURAL,LIVESTOCK O/T D & P-CAUV,6/16/1932, $-   
0 MISSION DR PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,TOWNSHIP GOVERNMENT,5/5/1950, $-   
6 MISSION DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,8/6/1982," $83,500.00 "
132 JEFFERSON DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,12/22/1983," $61,000.00 "
0 JEFFERSON DR PITTSBURGH PA 15228,Mt.Lebanon  ,GOVERNMENT,TOWNSHIP GOVERNMENT,5/5/1950, $-   
251 HAZEL DR PITTSBURGH PA 15228,Mt.Lebanon  ,RESIDENTIAL,SINGLE FAMILY,2/14/1969, $-   
